Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
newly built 3bedroom at Spintex,,Spintex,Accra,3,2,29.0 sqm,Ghana cedis,1200,Big Ghana Properties Consult ,11 Jul 10:25 am,Apartment,Classic newly built 3bedrm wit only 2people on the compound wit inbuilt wardrobe with modern fitted kitchen wit modern Airconditions for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
Executive 3 bedroom apt Airport,Airport,Airport,Accra,3,3,130.0 sqm,Ghana cedis,15000,Egghead Properties , 8 Jul 10:17 am,Apartment,Executive 3 bedrooms apartment with concierge service renting at Airport Residential  Details of the property •	Available: now  •	City: Accra •	Street: Airport Residential •	Fence type: Block wall and wooden & metallic gate  •	Bedrooms: 3  •	Full baths: 3 •	Condition: very good  •	Interior: 130 square meter (sqm) •	Exterior: 1.43 acres •	Luxury apartment  •	Rent: $4 000.00 per monthly  it include water  garbage disposal  generator service  internet wifi connection  grounds maintenance  contract security service  gardening and property manager. •	Note: tenant will pay for cable/dstv subscription  in-house cleaning and  electricity    •	Property type: apartment building Egghead properties present 3 bedrooms apartment at Airport Residential on the most prestigious street in Accra. While the Airport Residential may look like it resides in Europe  this extravagant apartment is actually located in  Accra - Ghana. The wonderful property is modern  100% completed constructed with careful attention to the detail. The ceilings  walls  doors  fixtures  chandeliers  fabrics  windows  lighting and electronics were hand-selected and crafted to complement the design.  Inside/Indoors/Interior Features & Amenities: •	Prime location   •	Quality electrical fittings •	Sliding glazed windows •	Sliding glazed doors   •	porcelain floor tiles   •	Pop ceiling  •	Security system •	Guest shower & WC •	Ftted Air-conditioners •	Hot water generation system  •	Private locker •	Living + dining:-floor area 31 sqm  sliding glazed doors for front  security steel doors for the back  air conditioned  sliding glazed windows  sofa  television  coffee table  lamps internet access  DVD player  satellite TV  WI-FI  dining seating  •	Master’s bedroom:-floor area 20 sqm  internal paneled doors  air conditioned  sliding glazed windows south facing windows allow plenty of natural light  the bathroom is ensuite Shower & hand wash basin  WC  sliding glazed windows facing private terrace  WI-FI  double bed  bedside cabinets  lamps  drawers  cupboards  clothes hangers  built in wardrobes.  •	2nd Bedroom:-floor area 18 sqm  internal paneled doors  air conditioned  sliding glazed windows  the bathroom is ensuite Shower & hand wash basin  WC  double bed  bedside cabinets  lamps  drawers  cupboards  clothes hangers  wi-fi  built in wardrobes.  •	3rd Bedroom:-floor area 18 sqm  internal paneled doors  air conditioned  sliding glazed windows  the bathroom is ensuite Shower & hand wash basin  WC  double bed  bedside cabinets  lamps  drawers  cupboards  clothes hangers  wi-fi  built in wardrobes. •	Kitchen:- floor area 15 sqm  modern cabinet  air conditioned  stainless steel double sink  store room  oven/hood  fridge/freezer  microwave  washer  kettle  cutlery  and glassware. Outside/Outdoor/Exterior Features & Amenities:  •	Located in the heart of town   •	Electric power:- Electricity Company of Ghana  and standby generator •	Water supply:- Ghana water company and big water storage tanks •	Gym facility  •	Secure parking  •	Balcony  •	driveways & walkways:-paved  •	24-hour security service  •	Water storage tanks and water pump with filtration system •	Highest standards of architectural designs and construction •	Outdoor swimming pool  •	 Centralized garbage disposal Community Information •	Upper level communal area  •	Country club  •	Clubhouse  •	Jogging area  •	Biking path  •	Fitness centre  •	Play ground •	Gym facility  •	 Shops/ markets •	Close to hospitals •	City/strip views Community Schools Information  •	Less than 10 minutes drive to the Roman Ridge School – Roman Ridge  •	Less than 10 minutes drive to Three Bears International School – Airport residential   •	Less than 15 minutes drive to Ghana International School (GIS) – Cantonments   •	Less than 15 minutes drive to the British International School – East Legon •	Less than 15 minutes drive to East Airport International School (EAIS) – Spintex road Additional information •	Less than 10 minutes drive to Accra shopping mall •	Less than 10 minutes drive to the Kotoka International Airport  •	Recommended security zone for expatriates and diplomats •	Close to International schools  restaurants and hotels  •	There are trees in the area •	In keeping with nature •	Price: USD price: $4 000.00 per month = GH¢15 000.00 per month Important notice:  These particulars have been prepared in all good faith to give a fair overall view of the property. Measurements and distance are given as a guide only. We have endeavoured to ensure the information given is accurate but we would urge you to contact us before travelling any great distance to ensure that your impression of the property is as we intended. We take a month rent commission after service. Please contact us for inspection through the real estate consultant  for an appointment please Call  text or email Emmanuel to arrange a private viewing. Contact person:-Emmanuel Gyina-Bediako-real estate consultant at Egghead Properties.
2-Bedroom S/C & Guest Room at Sowutuom,,Kwashieman,Accra,3,3,3.0 sqm,Ghana cedis,550,Charles VERIFIED,12 Jul  1:04 pm,Apartment,For the growing professional family: Fully floor-tiled  ready to move-in  2-bedroom S/C apartment with guest room  3-fully tiled bathrooms  hall-living room with chandelier ceiling light  spacious kitchen with cabinet  entrance porch  summer-hut  etc available at Sowutuom-Roman Hills-Lomnava. Gated security fenced wall compound with abundance car parking space. ECG separate meter and water connected. Professional family dwelling apartment housing complex. Rent direct from owner
Fresh chamber A/H.S/C.at.zoom.L.H.office,Salem estate zoom lion head office close to main road thank you.,East Legon,Accra,1,1,35.0 sqft,Ghana cedis,600,Mubin1177 Ventures Limited , 8 Jul  7:55 am,Apartment,New chamber and hall save contain at zoom lion head office salem estate is two apartment on one compound poly tank water and you have corridor kitchen stor e toilret sepreat with the Barth fence wall gated estrial proparty available afordable thank you.
3 bedroom apartment at Adenta SDA,Adenta SDA,East Legon,Accra,3,4,70.0 sqft,Ghana cedis,1500,Dancity Properties ,13 Jul  5:00 am,Apartment,An executive 3 bedroom apartment at Adenta SDA is for rent for 2yrs.  All rooms are ensuite.  All rooms have ACs. It has a huge neatly paved compound with 24/7 security.  Call Dancity Properties for viewing appointment. Broker terms and conditions apply.
2 BEDROOM APARTMENT FOR RENT NUNGUA,NUNGUA JUNCTION MALL,Spintex,Accra,2,1,20.0 sqm,Ghana cedis,1000,o2a Properties And Land Surveys , 8 Jul  8:05 am,Apartment,2 BEDROOM APARTMENT FOR RENT NUNGUA JUNCTION MALL  2 ROOMS SHARE TOILET AND BATH CEILING FANS IN THE ROOMS AND HALL FITTED KITCHEN WARDROBES SPACIOUS COMPOUND
Furnish apartment for rent East legon,East Legon,East Legon,Accra,3,3,3 000.0 sqm,Ghana cedis,7500,Top Class Properties , 8 Jul  7:06 am,Apartment,Top Class Properties offering rent at east legon a Fully furnished 3 bedrooms  neat living area with furniture set  nice dining area  well fitted ultra modern kitchen  gas cooker  oven  microwave  refrigerator  dishes  washing machine  car parking space 24/7 security. constant water supply  standby generator. Its going for USD1700
Single room self contain Lashibi,Lashibi community 16,Spintex,Accra,1,1,14.0 sqm,Ghana cedis,350,Smart Properties ,13 Jun  9:13 am,Apartment,A big single room self contain for rent at Lashibi community 16
100 % Newly Built Apartment@Dzorwulu,,Dzorwulu,Accra,3,4,290.0 sqm,Ghana cedis,8400,Kwesi Eyiah ,11 Jul  2:40 pm,Apartment,'3 ' master bedroom fully furnished apartment for rent. (2) It comes with modern Interior designs with marble and Spanish floor and wall tailes. (3)Apartment is walled and gated with a security post  swimming pool and a mini supermarket (4) Restaurant (5) 24 hours manned security with CCTV cameras (6) Car park (6) Each room comes with a smart LED television and air condition
2 BDR Apartment At Ogbojo For Rent,East Legon ogbojo,East Legon,Accra,2,2,1 000.0 sqft,Ghana cedis,3800,Top Class Properties , 8 Jul  7:05 am,Apartment,fully furnished 2 bedroom apartment for rent at east legon Ogbojo Junction. the apartment is within an estate with 24/7 security. all the bedrooms are ensuite  AC installed in the rooms  well fitted kitchen  nice living area with a neat furniture set  dining area  etc. It's going for $850 Cedis Equvalant per month. short stay rent allowed. Call for more details short stay allowed
2 bedroom s/c at Sowutuom-1year,Sowutuom,Other,Accra,2,1,150.0 sqm,Ghana cedis,400,Pejei Consult , 8 Jul  7:04 am,Apartment,2 bedroom s/c at Sowutuom at 1year non negotiable.
Executive Chamber and Hall   East Legon,East Legon American House,East Legon,Accra,1,1,90.0 sqm,Ghana cedis,850,Top Class Properties ,11 Jul 10:24 am,Apartment,Chamber and Hall  1 Master Bedroom for rent at East Legon American House and its comes with Hall and Dining Kitchen  Guest wash Room  Kitchen store. wardrobe en suite .water . electricity available .Very neat .wall and gated . not far from main road . Company's / banks / business men / Govement workers /should contact TopClass for more information .
3 bedroom apartment in Cantonments,American Embassy,Cantonments,Accra,3,3,180.0 sqm,Ghana cedis,12000,Avenue Properties , 8 Jul  6:56 am,Apartment,An executive three bedroom fully furnished apartment to let at Cantonments near American Embassy. Each apartment has A/C  internet  DSTV and wardrobe in each room. The kitchen is furnished with washing machine  cooker  fridge  microwave  etc. The apartment has a shared swimming pool  a gym  a standby generator and a large car parking area. It has uninterrupted water flow with 24/7 security. It also has management / service team who are always at post to attend to the needs of tenants. The apartment is renting for US$ 3 000 unfurnished and US$ 3 600 fully furnished per month. The amount is inclusive of the service charge.
Newly Built C/hall Self 4rent Spintex,Spintex,Spintex,Accra,1,1,1.0 sqft,Ghana cedis,800,Nana Kwame Property Agency , 8 Jul  6:56 am,Apartment,An executive new and modernly built chamber&hall selfcontained with water heaters a/c ultra modern washroom wardrobe spacious walled&gated and other interesting facilities for rent in a gated community at spintex.call Nana kwame property Agency for more info:
New 3bedroom Apartment 4rent Spintex,Spintex,Spintex,Accra,3,2,1.0 sqft,Ghana cedis,1000,Nana Kwame Property Agency , 8 Jul  6:56 am,Apartment,Luxurious new and modernly built 3bedroom apartment just 2people on the compound well located not far from roadside and a tarred road for rent at spintex.call Nana kwame property agency for more info
Singleroom Self/C For Rent Spintex,Spintex,Spintex,Accra,1,1,1.0 sqft,Ghana cedis,400,Nana Kwame Property Agency , 8 Jul  6:54 am,Apartment,Nice spacious walled&gated singleroom selfcontained in a decent location with just few people in the compound for rent at spintex.call Nana kwame property agency for more info:
1 bed furnished apartment at East Legon,East Legon  near Shiashie,East Legon,Accra,1,1,50.0 sqm,Ghana cedis,6200,Avenue Properties , 8 Jul  6:40 am,Apartment,An executive fully furnished one bedroom apartment to let at Airport Shiashie near East Legon. The rooms have A/c  internet  DSTV and wardrobe. The kitchen is furnished with washing machine  cooker  fridge and microwave cooking utensils. The apartment has a shared roof top swimming pool and party area  a standby generator and a gym. It has uninterrupted water flow with 24/7 security. The apartment is renting for US$ 1 500 per month. The amount is inclusive of the service charge.
SINGLE RM S.CONTAIN  ABOKOBI,ABAVANA JUNCTION,Kotobabi,Accra,1,1,150.0 sqm,Ghana cedis,350,Harmony Real Estates , 8 Jul  4:16 am,Apartment,A very spacious Single room self-contained in a cool  gated compound.all tinted glasses close to the abavana junction. Has a fine kitchen washroom.all powerfully tiled. No water problem at all.has its own meter etc etc.
2 bedrooms apartment Kasoa,Kasoa Galilea just after the Toll booth,Kasoa,Accra,2,2,100.0 sqm,Ghana cedis,750,KK Solution Limited , 7 Jul 11:38 pm,Apartment,An executive brand new two bedrooms apartment with two toilet and bath  P.O.P ceiling wardrobes  walled gated house pavement compound neatly tiled water flows everyday plus additional polytank  rooms are very spacious  close to the main road  rent advance is just one year but price is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord
2BEDRM S.CONTAIN Kotobabi,Abavana junction,Kotobabi,Accra,2,2,70.0 sqft,Ghana cedis,650,Harmony Real Estates , 7 Jul 11:03 pm,Apartment,A too comfortable big bedrooms close to road in town around abavana junction in kotobabi in a really very nice cool gated house. Neatly tiled and has a large living room. It is very airy even without an Ac or fan.
3 Bedroom Apartment for Rent in Amasama,Amasama,Adenta,Accra,4,4,212.0 sqft,Ghana cedis,1000,Unique Shelter , 7 Jul 10:28 pm,Apartment,3 bedrooms-3 bedrooms en suit Walled and gated Tiled inside floors Ceiling is made of white washed card wood Paved compound Fitted ceiling fans Kitchen cabinet will be fitted and with water Located in a gated community with 24hr security You can pay 1yr or more. Come of inspection  All agency terms and condition applies
2 bedroom apartment for rent East Legon,East Legon,East Legon,Accra,2,2,300.0 sqm,Ghana cedis,6600,Gaps Ghana , 7 Jul  8:00 pm,Apartment,Beautifully furnished two bedrooms located in East Legon is available for rent. Located on the top floors of this condominium  it offers tenants an amazing view of the city. Available for both long stay as well as shortlets  the apartments comes fully furnished with crockery and offers a home-like ambiance with 24/7 security. There are backup power and electricity units available to ensure uninterrupted supply.  PROXIMITY TO:  SCHOOLS  HOSPITALS  BANKS  RESTAURANTS  GROCERY SHOPS  OFFICES.
3 bedroom apartment to let at Abelenkpe,Abelenkpe,Teshie New Town,Accra,3,3,300.0 sqm,Ghana cedis,8823,J Complex Limited , 7 Jul  7:55 pm,Apartment,An executive newly built three bedroom apartment to let at Abelenkpe  Each room has a wardrobe and Air-conditioners. There is standby generator  24/7 water flow and security. The kitchen is partly furnished with washing machine  fridge and cooker. Book your viewing today feel free to call j complex limited because we have a lot of similar properties around. Owners and Agents  let us rent or sell your properties for you faster
Executive chamber and hall@ajinganor,ajinganor,East Legon,Accra,1,9,79.0 sqft,Ghana cedis,400,Success 4 Real Estate , 7 Jul  6:15 pm,Apartment,This is a nice and cool chamber and hall self contain located at ajinganor.  This property have a good road access.  Pls do contact for further information and enquires thanks
SELF CONTAIN-Madina,Madina,Madina,Accra,1,1,10.0 sqm,Ghana cedis,650,E-Villa Company Limited , 7 Jul  6:12 pm,Apartment,This comes with air-condition fitted in rooms wardrobe  spacious rooms  nice washroom  fitted kitchen cabinets  burglar proof and has a nice environment.
wall and gated single room s/c Spintex,,Spintex,Accra,1,1,656.0 sqft,Ghana cedis,300,Big Ghana Properties Consult , 7 Jul  4:30 pm,Apartment,Luxury wall and gated  spacious single roomS/C for rent in spintex  price 300cedis pls for more options call BIG GHANA PROPERTIES CONSULT ON for
New 2bedrm Apartmnt 4rent Spintex,Spintex,Spintex,Accra,2,2,1.0 sqft,Ghana cedis,800,Nana Kwame Property Agency , 7 Jul  4:29 pm,Apartment,Adorable nice new and modernly built 2bedroom apartment with 2washrooms in a gated compound for rent at spintex.
Excellent 3 bedroom for rent in spintex,,Spintex,Accra,3,4,550.0 sqm,Ghana cedis,900,Big Ghana Properties Consult , 8 Jul  3:04 pm,Apartment,Excellent newly built 3 bedroom 2washrm for rent in spintex  call Big Ghana properties for more information
new 2bedroom s/c at Spintex,,Spintex,Accra,2,2,559.0 sqft,Ghana cedis,1200,Big Ghana Properties Consult ,11 Jul 10:18 am,Apartment,Excellent newly built 2bedrm wit 2washrm s/c for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT ON
2 Bedroom  Apartment in Oyarifa,Oyarifa,Oyarifa,Accra,2,2,200.0 sqft,Ghana cedis,750,T.T. Ansa Homes , 7 Jul  4:04 pm,Apartment,Executive 2 bedroom apartment is up for rent in Oyarifa  living area  dinning  fitted kitchen  guess washroom  all the 2 bedrooms are en-suit  tiled floor  walled with gate  1 year tarred road.
single room S/C at spintex,spintex,Spintex,Accra,1,1,150.0 sqft,Ghana cedis,300,Big Ghana Properties Consult ,11 Jul  9:31 am,Apartment,Excellent very spacious wall and gated single room selfcontain wit own meter for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
2/3 Bedroom Apartment -East Legon,Kobi's Event Center,Other,Accra,2,2,70 100.0 sqm,Ghana cedis,6300,Properties Portfolio Gh , 7 Jul  3:04 pm,Apartment,Description Located in the prime and plush environs of East Legon is this fully furnished apartment homes. This property has 2/3 bedroom  it has a spacious living room with a dinning room area  split bedrooms    excellent light from south and west exposures  large windows  high ceilings and an ultra modern sizeable kitchen. This apartment is ready to serve its residents 24/7 security surveillance  Rooms are well spaced and harbor well equipped washroom facilities. This fully air-conditioned development comes along with a swimming pool  a 24 hours service power plant pool and as well as internet  nearness to road with lots of business hubs  offices  schools and hospitals around. It is a 15 min drive to and from the Kotoka International Airport and the Accra Mall.  This building has it all! Please call Properties Portfolio now for more info and viewing for viewing.
Executive chamber an hall@ajiringanor,american house,East Legon,Accra,1,1,78.0 sqft,Ghana cedis,800,Success 4 Real Estate , 7 Jul  3:00 pm,Apartment,This is a nice and neat chamber and hall self contain located at ajinganor.  Pls contact for further information and enquires thanks
3 bedrooms apartment-East Legon,school junction,East Legon,Accra,3,7,79.0 sqft,Ghana cedis,2000,Success 4 Real Estate ,11 Jul  3:19 am,Apartment,This is an Executive 3bedrooms APATMENT located in a very cool and conducive enveroment. rooms are all ensute. Pls do contact for further information's and enquires thanks
3 bedroom apartment in Airport Accra,Airport Residential Area,Airport,Accra,3,3,180.0 sqm,Ghana cedis,9600,Avenue Properties ,11 Jul 10:51 am,Apartment,Executive 3 bedroom apartments to let at Airport Residential Area near Foreign Affairs Ministry. The apartment has large garden with trees and a swimming pool. There is a standby generator  24/7 security  uninterrupted water flow. Each apartment has a partly furnished kitchen with fridge  microwave  cooker and washing machine. It could be rented furnished and unfurnished. It is renting for US$ 2 400 per month.
Single room self contain Lashibi,Lashibi community 16,Spintex,Accra,1,1,14.0 sqm,Ghana cedis,350,Smart Properties ,13 Jun  9:13 am,Apartment,A big single room self contain for rent at Lashibi community 16
Executive 2 bedrooms at madina Estate,madina estate,East Legon,Accra,2,4,79.0 sqm,Ghana cedis,800,Success 4 Real Estate , 7 Jul  1:46 pm,Apartment,This a nice and neat 2 bedrooms APATMENT located around medina estate   pls do contact us for further information and enquires thanks
Chamber and hall self contain at Adenta,Adenta Barrier,East Legon,Accra,1,1,1 500.0 sqft,Ghana cedis,400,Dancity Properties ,13 Jul  4:59 am,Apartment,Newly built and executive chamber and hall at Adenta barrier area for rent for 2yrs advance.  Call to book your place now. Agency terms and conditions apply
chamber and hall self contain-Adenta,Adenta-Ashiyie area,Adenta,Accra,1,1,3 000.0 sqm,Ghana cedis,350,Precious Stone Estate Agency , 7 Jul 11:47 am,Apartment,Executive chamber and hall self contain for rent at Adenta Ashiyie area for 1year or 2year's advanced tiles with kitchen cabinet fixed sliding windows cemented compound Water flows waled and gated as well if interested call agent for more assistance
chamber n hall s/c  spintex,,Spintex,Accra,1,1,99.0 sqft,Ghana cedis,500,Big Ghana Properties Consult , 7 Jul 11:47 am,Apartment,Executive spacious Wall and gated Chamba n hal S/C 4rent in spintex price
Single room s/c at Tech,,KNUST,Kumasi,1,1,100.0 sqm,Ghana cedis,200,Gappfa Real Estate Agency , 7 Jul 11:31 am,Apartment,This is a single room with toilet and kitchen inside the room.The house is walled and gated.Contact GAPPFA real estate agency for further details.
3-Bedroom Apartments -Eastlegon,Eastlegon,East Legon,Accra,3,3,100.0 sqft,Ghana cedis,7920,Green Burg Properties ,13 Jul  6:44 am,Apartment,This a good looking gated  Apartments to-let at eastlegon contact Green Burg properties  for more details
2-Bedroom Apartments to-let eastlegon,eastlegon upsa,East Legon,Accra,2,3,100.0 sqft,Ghana cedis,2000,Green Burg Properties ,13 Jul  6:45 am,Apartment,This a gated Apartments to-let at eastlegon on the upsa road this Apartments is well gated and comes with Security post
2 BRM FURNISHED  BALLON GATE ESTATES,,Kwabenya,Accra,2,2,95.0 sqm,Ghana cedis,4000,UT Properties , 7 Jul 10:33 am,Apartment,A fully furnished 2 bedroom apartment located within the lovely neighborhood of Ballon Gate Estates  Kwabenya.  This home features a furnished living area with sofa and TV set  en suit bedrooms with beds  air conditioners and wardrobes. Kitchen comes fully furnished with a cooker  fridge  microwave amongst others. This apartment can boost of a 24/7 security and water supply.
chamber and hall selfcontain-Spintex,,Spintex,Accra,1,1,55.0 sqm,Ghana cedis,800,Big Ghana Properties Consult ,12 Jul  3:50 pm,Apartment,Luxurious and modern neatly built Chamba n hal self-contained wit Airconditions wit water heaters with inbuilt wardrobe wit security fencing and other interesting facilities for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT ON
3-bedroom Apart at eastlegon,Eastlegon,East Legon,Accra,3,3,100.0 sqm,Ghana cedis,4000,Green Burg Properties ,13 Jul  6:44 am,Apartment,Good looking 3-bed Apartments to-let at eastlegon call Green burg properties imfor more details
2-Bedroom Apartments Eastlegon hills,Eastlegon hills,East Legon,Accra,2,2,100.0 sqft,Ghana cedis,2000,Green Burg Properties ,13 Jul  6:45 am,Apartment,This a good looking Apartments to-let at eastlegon call Green for more details
This a 3-bedroom Apartment -Eastlegon,Eastlegon,East Legon,Accra,3,4,100.0 sqft,Ghana cedis,3200,Green Burg Properties ,13 Jul  6:47 am,Apartment,This apartment can be fully funished or unfunished depends on the client  the apartment has a lovely view and a lovely neigborhood  we has AC in all the rooms and each room is ensuit with security wires and security post  cant wait to see you there
EXE BIG S/R S/C AT EAST LEGON,A and C Mall junction,East Legon (Okponglo),Accra,1,1,60.0 sqft,Ghana cedis,600,Harmony Real Estates , 7 Jul  9:24 am,Apartment,A powerfully completed large and divisible single room self-contained close to road in a pretty nice area in town. Has an only two apartment on the compound. Neatly tiled all over and specially gated.it is just along the A and C mall road.
Chamber and hall s/c at Asokwa,,Asokwa,Kumasi,1,1,100.0 sqm,Ghana cedis,300,Gappfa Real Estate Agency , 7 Jul  9:01 am,Apartment,Chamber and hall s/c at Asokwa  contact GAPPFA real estate agency for further details.
chamber and hall self-contain nungua,,Nungua,Accra,1,1,55.0 sqft,Ghana cedis,300,Big Ghana Properties Consult , 7 Jul  8:53 am,Apartment,Neatly built chamber and hall self contain for rent in nungua. With its own metre
chamber n hall with self at Dansoman,Dansoman control,Dansoman,Accra,1,1,10.0 sqm,Ghana cedis,270,Thomas Rentals , 7 Jul  8:46 am,Apartment,no water problem  self miter  not far from the main road .
Chamber n a Hall S/C in Aprade,Aprade,KNUST,Kumasi,2,1,100.0 sqm,Ghana cedis,200,Eric Mensah Agency , 7 Jul  8:29 am,Apartment,A very nice and spacious Chamber and a hall is located in Aprade  The house is a very nice one. There is access to portable drinking water and electricity. The place is  very calm and serene environment.
Chamber n Hall S/C Ahensa Estate,Ahensa Estate,KNUST,Kumasi,2,1,90.0 sqm,Ghana cedis,200,Eric Mensah Agency , 7 Jul  8:28 am,Apartment,This is a very nice Chamber and a hall located at a very good place There is a security fence wall to it. There is an access to good drinking water and electricity. All the rooms are spacious.
2 bedroom s/c at Sowutuom-1year,Sowutuom,Other,Accra,2,1,150.0 sqm,Ghana cedis,700,Pejei Consult , 7 Jul  8:27 am,Apartment,2 bedrooms s/c at Sowutuom chopbar at 700gh at 1year.
chamber and hall s/c at antieku,Santamaria antieku,Other,Accra,1,1,150.0 sqm,Ghana cedis,300,Pejei Consult , 7 Jul  8:22 am,Apartment,Chamber and hall s/c at Santamaria Antieku at price at 2years
single room s/c at santa antieku,Antieku,Other,Accra,1,1,150.0 sqm,Ghana cedis,110,Pejei Consult , 7 Jul  8:12 am,Apartment,Single room s/c at Santa antieku at 110gh at 2years.hotcake.non negotiable
single room s/c in awoshie ablekuma,Ablekuma,Awoshie,Accra,1,1,14.0 sqm,Ghana cedis,200,Kofi Afena Estate Agency , 7 Jul  8:11 am,Apartment,Nice single room self contained toilet Barth kitchen nice floor tiles self meter fence with gated
3 Bedroom Apartment For Rent At Est Lgn,East Legon -A&C;,East Legon,Accra,3,5,1 000.0 sqm,Ghana cedis,9101,Top Class Properties , 7 Jul  7:02 am,Apartment,3 bedroom apartment is available for rent at East Legon  with 3 washrooms  kitchen  air conditioners  poly tank and many more. Call us Top Class Properties  Discription  Access To Basic Amenities Access To Road Air Conditions All Facilities All Rooms En-Suite Big Compound Big Hall Built In Wardrobes Condusive Environment Fitted Kitchen Gated Maximum Security :
Single Room aprt for rent abemwaha,,Ashaley Botwe,Accra,1,1,150.0 sqm,Ghana cedis,300,Trusted Properties , 7 Jul  4:29 am,Apartment,Single room for rent at abemwaha junction not far from the main road  self prepaid Meter and water flow. For 2years
Furnished 4 bedroom apartment Dzorwulu,Dzorwulu,East Legon,Accra,4,5,70.0 sqft,Ghana cedis,19000,Dancity Properties ,13 Jul  5:18 am,Apartment,Furnished 4 bedroom apartment at Dzorwulu is for rent. Call Dancity Properties   the broker terms and conditions
2 bedroom furnished apartment at Ridge,North Ridge,North Ridge,Accra,2,2,120.0 sqm,Ghana cedis,9900,Avenue Properties , 4 Jul  8:16 am,Apartment,An executive fully furnished two bedroom apartment for rent at North Ridge near Alisa Hotel. It is a duplex apartment with a 24/7 security  a gym  swimming pool  uninterrupted water flow and a standby generator around the area. The apartment has everything including DSTV  internet  plates  cooking utensils  washing machine  etc. It is renting for USD 2 500 per month and a minimum rental of one year is required. Rental price is negotiable.
3 bedroom apartment in Airport Accra,Airport Residential Area,Airport,Accra,3,3,180.0 sqm,Ghana cedis,9600,Avenue Properties ,11 Jul 10:51 am,Apartment,Executive 3 bedroom apartments to let at Airport Residential Area near Foreign Affairs Ministry. The apartment has large garden with trees and a swimming pool. There is a standby generator  24/7 security  uninterrupted water flow. Each apartment has a partly furnished kitchen with fridge  microwave  cooker and washing machine. It could be rented furnished and unfurnished. It is renting for US$ 2 400 per month.
3 bedroom Apartment for Rent. Adenta,,Adenta,Accra,3,2,200.0 sqm,Ghana cedis,800,Trusted Properties , 7 Jul  2:45 am,Apartment,3 bedroom Apartment close to Adenta Post Office for rent  constant water flow  self prepaid Meter. In a conducive environment.
2 bedroom apartment at West Legon,West Legon,East Legon,Accra,2,3,70.0 sqft,Ghana cedis,3000,Dancity Properties ,13 Jul  5:00 am,Apartment,Executive 2 bed apartment all ensuite with visitor's washroom for rent at West Legon. It is a top notch property located in a serene environment. Contact Dancity Properties for viewing appointment. Terms and conditions apply
Two Bedroom Apartment n AC   adenta,,Adenta,Accra,2,2,180.0 sqm,Ghana cedis,1200,Trusted Properties , 7 Jul  2:41 am,Apartment,Two bedroom apartment with AC for rent at adenta close to Mechanical Lloyd  1yr or 2yrs. Self prepaid Meter and 24/7 water flow.
chamber and hall S/C at North Legon,North Legon at Agbogba school junction around the Police Station,North Legon,Accra,1,1,100.0 sqm,Ghana cedis,700,KK Solution Limited , 6 Jul  9:33 pm,Apartment,An executive brand new chamber and hall self contain for rent at North Legon at Agbogba school junction around the Police Station  it's in a walled gated house pavement compound neatly tiled water flows everyday plus additional polytank  big hall and a dinning area  P.O.P ceiling  close to the main road and not far from the Police station too  about five minutes drive from Winsconzin University school to the house  rent advance is just one year but price is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency 
apartment at East Legon,Manet Palm estate,East Legon,Accra,2,2,3 600.0 sqm,Ghana cedis,3800,Sage Properties , 6 Jul  6:36 pm,Apartment,fully furnished 2 bedroom apartment for rent at east legon Ogbojo Junction. the apartment is within an estate with 24/7 security. all the bedrooms are ensuite  AC installed in the rooms  well fitted kitchen  nice living area with a neat furniture set  dining area  etc. It's going for $850 per month. short stay rent allowed. Call for more details short stay allowed
3 bedroom Apart# to Let East Legon,East Legon Trazacco,East Legon,Accra,3,4,800.0 sqft,Ghana cedis,6337,Top Class Properties , 6 Jul  6:34 pm,Apartment,Newly 3 Bedroom Executive semi Detach Apartment at east Legon  comes with  neatly tiled floor   all rooms en-suite  fully fitted kitchen cabinets with cooking   fitted wardrobes  neatly dressed beds  neat lightnings  large and first class environment. Kindly call me now it's available. Renting Price is 1500 usd
3 bed flat with swimming pool in Airport,Near Koala Shop,Airport,Accra,3,3,200.0 sqm,Ghana cedis,14000,Avenue Properties , 6 Jul  6:25 pm,Apartment,Price: US$ 3 500/ month - Ghana Cedi equivalent - Price is negotiable. Executive 3 bedroom apartments (fully furnished) with swimming pool and gym for rent in Airport Residential Area- Accra. All rooms are en-suite; Fully furnished; Each room has A/C  fan & wardrobe; Kitchen with cabinet  fridge  cooker & washing machine; Access to swimming pool; Power backup available. There is a Gym or fitness room
