Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
1 BEDROOM FURNISHED APMT @ Kasoa,Kasoa Obom Road,Kasoa,Accra,1,1,12.0 sqft,Ghana cedis,1500,Erico B VERIFIED,31 May  3:13 pm,Apartment,Victory Lodge have one bedroom self-contained apartment for Lodge and located at KASOA. It comes with air-condition. kitchen sets. big compound with pavement blocks.fenced with security wire's with gated.we have good water and light system very good.
2 BEDROOM FURNISHED APARTMENT AT KASOA,Kasoa Obom Road,Kasoa,Accra,2,2,12.0 sqft,Ghana cedis,2000,Erico B VERIFIED,26 May 11:52 am,Apartment,Victory Lodge have two bedroom self-contained apartment for Lodge and located at KASOA. It comes with air-condition. kitchen sets. big compound with pavement blocks.fenced with security wire's with gated.we have good water and light system very good.
ONE BEDROOM FURNISHED APMT @ Kasoa,Kasoa Obom Road,Kasoa,Accra,1,2,12.0 sqft,Ghana cedis,1500,Erico B VERIFIED,31 May  4:05 pm,Apartment,Victory Lodge have one bedroom self-contained apartment for Lodge and located at KASOA. It comes with air-condition. kitchen sets. big compound with pavement blocks.fenced with security wire's with gated.we have good water and light system very good.
executive 2 bedrooms furnish@ ability,ajinganor,East Legon,Accra,2,2,79.0 sqm,Ghana cedis,1500,Success 4 Real Estate , 7 Jul  3:45 pm,Apartment,This is an executive newly build 2  bedrooms apartment located in a very cool and cam enveroment   we have furnish and on furnish   furnish is $1500 u. S. D  negotiable  plus do contact us for further information and enquiries thanks
3bedroom apt at spintex,spintex,Spintex,Accra,1,3,122.0 sqft,Ghana cedis,700,Big Ghana Properties Consult , 4 Jul  6:15 pm,Apartment,Executive modern 3bedrm only 2people on the compound for rent in spintex
3 BEDROOM APARTMENT IN ADENTA SSNIT,ADENTA SSNIT FLAT,Madina,Accra,3,2,1.0 sqm,Ghana cedis,1350,Fiki ,25 May  2:48 pm,Apartment,Security doors POP Ceiling  Floor and wall kitchen cabinets Polytank and water pumps  Designer lighting  Floor to ceiling wardrobe  Master bedroom with bath tub Kitchen store room Rain shields over windows  Ceiling fans in halls and bedrooms AC Connection  Tiled floor in the whole apartment  Secured balcony (tiled) Constant flow of water. NO AGENT PLEASE!!!
exclusively neat 2bedroom apt at spintex,,Spintex,Accra,2,1,221.0 sqm,Ghana cedis,1000,Big Ghana Properties Consult ,23 Jun 11:02 am,Apartment,Superb  neatly built 2bedrm for rent in spintex in a gated serene community 1year is allowed please for more options call big Ghana properties consult
2bedroom apartment at Spintex,spinte,Spintex,Accra,2,2,7.0 sqft,Ghana cedis,600,Big Ghana Properties Consult ,29 Jun  1:22 pm,Apartment,Executive wall and gated 2bedrm on it own wit 2washrm for rent in spintex
newly built 2bedroom for rent spintex,spintex,Spintex,Accra,2,3,551.0 sqft,Ghana cedis,1000,Big Ghana Properties Consult ,30 Jun  6:06 pm,Apartment,Executive wall n gated modern newly built 2bedrm wit 3washrm 4rent In spintex price pls for more options cal BIG GHANA PROPERTIES CONSULT
2 bedroom apt at Spintex,,Spintex,Accra,2,2,557.0 sqft,Ghana cedis,600,Big Ghana Properties Consult ,30 Jun  6:06 pm,Apartment,Modern wall and gated  2bedrm on it own for rent in spintex 1yr is allowed
4 bedroom s/c at East Legon,East legon,East Legon,Accra,4,4,6.0 sqm,Ghana cedis,8000,johndeforkwame , 7 Jun  2:13 am,Apartment,4 bedroom self contain apartment with living area and large kitchen space. Also available is a car park for you and your visitors
Neat Chamber n hall at spintex,,Spintex,Accra,1,1,120.0 sqm,Ghana cedis,350,Big Ghana Properties Consult , 8 Jul  3:29 pm,Apartment,Exclusive and neatly built wall and gated Chamba and hal self-contained very spacious for rent in spintex please for more options call BIG GHANA PROPERTIES CONSULT
2 bedroom walled 4rent spintex,,Spintex,Accra,2,2,33.0 sqft,Ghana cedis,600,Big Ghana Properties Consult ,26 Jun  7:53 am,Apartment,Marvelous neat wall and gated  2bedrm with 2washrm for rent in spintex please for more options call BIG GHANA PROPERTIES CONSULT ON
Chamber n hall s/c at Spintex,,Spintex,Accra,1,1,6.0 sqft,Ghana cedis,450,Big Ghana Properties Consult ,26 Jun  7:54 am,Apartment,Awesome wall and gated Chamba n hal self-contained for rent in spintex please for more options
chamber n hal S/C 4rent in spintex,spintex,Spintex,Accra,1,1,278.0 sqm,Ghana cedis,350,Big Ghana Properties Consult ,11 Jul 10:26 am,Apartment,Excellently wall and gated spacious chamba and hall self-contained wit own meter for rent in spintex please for more option call
Chamber and hall s/c in Dansoman,,Dansoman,Accra,1,1,100.0 sqm,Ghana cedis,440,David Tenobi ,25 May  9:49 am,Apartment,An attractive and comfortable chamber and hall self contain at dansoman mama's inn.Bedroom hall kitchen and washroom floor and walls fully tiled.Led spot light self meter security door.NO AGENT.
Single room self contain Lashibi,Lashibi community 16,Spintex,Accra,1,1,14.0 sqm,Ghana cedis,350,Smart Properties ,13 Jun  9:13 am,Apartment,A big single room self contain for rent at Lashibi community 16
Two bedroom Apartment@Nunkwa,malece,Spintex,Accra,1,2,15.0 sqm,Ghana cedis,750,Franco Housing Properties ,10 Jul  3:16 pm,Apartment,This is Apartment around malece Exec tow bed location malece
executive chamber & hall spintex,,Spintex,Accra,1,1,136.0 sqft,Ghana cedis,350,Big Ghana Properties Consult ,30 Jun  5:57 pm,Apartment,Executive neatly built chamber and hall self-contain for rent in spintex call Big Ghana properties for information
pretty chamber and hall s/c  spintex,spintex,Spintex,Accra,1,1,134.0 sqft,Ghana cedis,450,Big Ghana Properties Consult ,26 Jun  7:30 am,Apartment,A very pretty beauty modern wall and gated chamber and hall   selfcontain  for rent at spintex not far from main road call Big Ghana properties for more information
chamber and hall selfcon  spintex,spintex,Spintex,Accra,1,1,185.0 sqft,Ghana cedis,350,Big Ghana Properties Consult ,26 Jun  7:30 am,Apartment,Executive wall and gated Chamba and hall self-contained for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
4bedrm 5washrm for rent spintex,,Spintex,Accra,4,5,6.0 sqft,Ghana cedis,2000,Big Ghana Properties Consult ,26 Jun  7:30 am,Apartment,Executive 4bedrm wit 5washrm wit aircondition wit inbuilt wardrobe and other interesting facilities for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
chamber and hall self contain  madina,,Madina,Accra,1,1,100.0 sqft,Ghana cedis,450,Elvis Properties ,25 May  5:59 am,Apartment,The apt is located at Madina estate not far from the main road  and the price is very cool
Chamber and hall self contain Airport,Airport Ridge,Takoradi,Sekondi Takoradi,1,1,1 003.0 sqm,Ghana cedis,350,Jamins properties ,24 May 10:34 pm,Apartment,room with hall toilet bathroom and kitchen. space for parking cars.2 yrs advance
two bedroom apartment ashaley botwe,,Ashaley Botwe,Accra,2,2,100.0 sqft,Ghana cedis,1000,Elvis Properties ,24 May 10:20 pm,Apartment,The is located at lakeside estate not from the main road and not too much people on the compound and the price to very
3 Bedrooms furnished apartment Atomic,Atomic,Haatso,Accra,3,3,120.0 sqft,Ghana cedis,6500,Gideon McHollie VERIFIED, 2 Jul 12:48 am,Apartment,This is a very nice looking three bedrooms apartment for rent at Atomic  Rooms are spacious and with toilet and bath. Kitchen is also loaded . It has a spacious compound with swimming pool. Living rooms is furnished with foreign furniture. Short and long term rent is available. Price is $1500 USD  Or it's cedi equivalent.
two bedroom self contain for rent teshie,malik last stop,Teshie New Town,Accra,2,1,14.0 sqft,Ghana cedis,600,Tert Khay Properties ,24 May  6:22 pm,Apartment,Two bedroom apartment. Is three apartment on the compound it has separate meter bath toilet kitchen and porch.walled gated
2 bedrooms and hall sc takoradi,le vivid hotel,Takoradi,Sekondi Takoradi,2,1,3 112.0 sqm,Ghana cedis,300,Jamins properties , 8 Jun 11:20 pm,Apartment,two bedrooms with hall toilet bathroom and kitchen. 1 or 2yrs advance
3 bedroom for one yr at achimota,,Achimota,Accra,2,3,18.0 sqm,Ghana cedis,1500,Express Company Limited ,25 May  6:47 am,Apartment,Is 2 bedrokm with shower whilst all other bedrooms are en-suite with a visitor’s washroom  living room  kitchen  dining area  family area  The interior of this property is neatly  with bedroom   kitchen cabinet  air conditioners in all rooms back up water .security at hand just about 2 minusts to the new achimota melcom and also close to azomah house u can all for viewing
Newly Built 3 Bedroom,Off Sanco Road,Hohoe Municipal,Volta,3,2,40.0 sqft,Ghana cedis,1000,joy VERIFIED,24 May  4:10 pm,Apartment,A newly  Buit 3 bedroom with Mechanized Bore Hole and walled  is for Rental...Either 1 or 2yrs Advance will be accepted.
2BEDROOM FURNISHED APARTMENT AT DZORWULU,,Dzorwulu,Accra,1,1,100.0 sqm,Ghana cedis,4800,Londies Properties ,13 Jul  2:59 pm,Apartment,A 2BEDROOM FURNISHED APARTMENT AT DZORWULU IS GOING FOR RENT IN A CONDUCIVE ENVIRONMENT WITH PAYMENT MADE FLEXIBLE  FULLY FURNISHED AND GATED COMPOUND  TOILET AND BATH INSIDE  FITTED KITCHEN CABINET DINNING HALL SELF METER  SECURITY ASSURED  FLOW OF WATER AND ELECTRICITY
Chamber & Hall Self /C McCarthy Tetegu,South McCarthy Tetegu Junction,McCarthy Hill,Accra,1,1,14.0 sqft,Ghana cedis,300,Nana VERIFIED,21 Jun 12:52 pm,Apartment,Chamber ana Hall self contained apartment for rent located at South McCarthy Tetegu.  Self meter. Water flows Spacious rooms Neat wash room Ghs300 per month for 2 years
3 Bedroom Apartment-east Legon,Airport International School,East Legon,Accra,3,3,100.0 sqm,Ghana cedis,2700,Ahu Emmanuel ,24 May  4:18 pm,Apartment,Apartment for Rent.. Each room comes with A/C  inbuilt wardrobe  water heaters  DSTV connections  stand by generator  very large compound for recreation  garage  fitness center (gym)  24/7 water flow etc...Only serious  interested and ready individuals  please.
fantastic wall 2bedrm 4rent spintex,spintex,Spintex,Accra,2,1,103.0 sqft,Ghana cedis,750,Big Ghana Properties Consult ,30 Jun  7:18 pm,Apartment,Executive wall and gated 2bedrm for rent in spintex please for more options call BIG GHANA PROPERTIES CONSULT ON
chamba N hal S/C 4rent Spintex,spintex,Spintex,Accra,1,1,156.0 sqft,Ghana cedis,350,Big Ghana Properties Consult ,26 Jun  7:31 am,Apartment,Modern wall and gated Chamba and hall self-contained for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT ON
executive chamba and hall spintex,,Spintex,Accra,1,1,78.0 sqft,Ghana cedis,350,Big Ghana Properties Consult ,26 Jun  7:25 am,Apartment,Executive wall and gated spacious chamba and hal self-contained for rent in spintex pls for more options call BiG GHANA PROPERTIES CONSULT ON
executive built 2bedroom-Nungua,Nungua,Nungua,Accra,2,1,25.0 sqft,Ghana cedis,500,Big Ghana Properties Consult , 6 Jun  9:02 am,Apartment,Neatly built 2bedroom with wash room with its own metre with other interesting facilities for rent in nungua
Gated Chamba n hal selfcontained spintex,spintex,Spintex,Accra,1,1,15.0 sqft,Ghana cedis,350,Big Ghana Properties Consult ,26 Jun  7:25 am,Apartment,Executive wall and gated Chamba nd hall self-contained for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
apartment for rent  kasoa,near blue top estate,Kasoa,Accra,3,2,90.0 sqft,Ghana cedis,600,John Abeiku VERIFIED,17 Jun  2:26 pm,Apartment,New executive three bedrooms apartment for rent at blue top estate kasoa. It has been fens with gate  sliding glass  floor tiles  electricity  compound tiled  pipe water and polytank  separate meter.
gated single room selfcontained spintex,spintex,Spintex,Accra,1,1,16.0 sqft,Ghana cedis,200,Big Ghana Properties Consult ,26 Jun  7:25 am,Apartment,Sweet wall and gated single room self-contained for rent in spintex pls for more options call BiG GHANA PROPERTIES CONSULT
new modern 2bedrm 4rent spintex,spintex,Spintex,Accra,2,3,126.0 sqft,Ghana cedis,1000,Big Ghana Properties Consult ,26 Jun  7:25 am,Apartment,Executive newly built modern 2bedrm wit aircondition with inbuilt wardrobe with fitted kitchen and other interesting facilities for rent in spintex please for more options call BiG GHANA PROPERTIES CONSULT
2 bedroom for rent in spintex,,Spintex,Accra,2,2,6.0 sqft,Ghana cedis,600,Big Ghana Properties Consult ,26 Jun  7:29 am,Apartment,Executive wall and gated 2bedrm 4rent in spintex for   please for more options call BIG GHANA PROPERTIES CONSULT
3bedrm Apt 4rent at spintex 1yr,spintex,Spintex,Accra,3,2,1 000.0 sqft,Ghana cedis,1200,Big Ghana Properties Consult ,23 Jun 10:59 am,Apartment,awesomely​ wall and gated 3bedrm wit 2washrm wit fitted kitchen and other interesting facilities for rent in spintex 1year is allowed pls for more options call BIG GHANA PROPERTIES CONSULT
100 % Newly Built Apartment@Dzorwulu,,Dzorwulu,Accra,3,4,290.0 sqm,Ghana cedis,8400,Kwesi Eyiah ,11 Jul  2:40 pm,Apartment,'3 ' master bedroom fully furnished apartment for rent. (2) It comes with modern Interior designs with marble and Spanish floor and wall tailes. (3)Apartment is walled and gated with a security post  swimming pool and a mini supermarket (4) Restaurant (5) 24 hours manned security with CCTV cameras (6) Car park (6) Each room comes with a smart LED television and air condition
2 bedroom furnished apartment at Ridge,North Ridge,North Ridge,Accra,2,2,120.0 sqm,Ghana cedis,9900,Avenue Properties , 4 Jul  8:16 am,Apartment,An executive fully furnished two bedroom apartment for rent at North Ridge near Alisa Hotel. It is a duplex apartment with a 24/7 security  a gym  swimming pool  uninterrupted water flow and a standby generator around the area. The apartment has everything including DSTV  internet  plates  cooking utensils  washing machine  etc. It is renting for USD 2 500 per month and a minimum rental of one year is required. Rental price is negotiable.
4bedroom 4washrm for rent spintex,spintex,Spintex,Accra,4,4,510.0 sqft,Ghana cedis,2000,Big Ghana Properties Consult ,23 Jun 10:47 am,Apartment,Awesome 4bedroom wit 4washroom wit boys quarters with inbuilt wardrobe and other interesting facilities for rent in spintex  please for more options call BIG GHANA PROPERTIES CONSULT
3bedroom 4rent in spintex,,Spintex,Accra,3,2,678.0 sqm,Ghana cedis,1200,Big Ghana Properties Consult , 8 Jul  3:20 pm,Apartment,modern wall and gated 3bedrm wit fitted kitchen wit 2modern washrm for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
chamba & hall selfcontain  spintex,,Spintex,Accra,1,1,616.0 sqft,Ghana cedis,350,Big Ghana Properties Consult ,26 Jun  7:29 am,Apartment,Spacious wall and gated chamba n hal selfcontain for rentbin spintex please for more options call BIG GHANA PROPERTIES CONSULT
2bedroom apt 4rent at spintex,,Spintex,Accra,2,2,67.0 sqft,Ghana cedis,800,Big Ghana Properties Consult ,26 Jun  7:22 am,Apartment,Executive modern wall and gated  2bedrm wit 2washroom for rent in spintex. please for more options call BIG GHANA PROPERTIES CONSULT
Exe Chamber N Hall S/C at Race course,Race Course,Abeka La Paz,Accra,1,1,100.0 sqm,Ghana cedis,350,Eugene's Properties , 4 Jul  9:58 am,Apartment,Executive Chamber and Hall self  contain for rent at Lapaz Race Course.It comes with a big room Big hall nice kitchen neat washroom Toilet and bath is not in the bedroom and is well arrange visitors will not pass your bedroom water flows seperate metre quite environment walled and gated compound.only three apartment Rent advance is 2yrs.etc.for more details contact Eugene Properties for more information and NB...agency terms and conditions is applied which is ghc50 for registration and 10% commission on total rent advance paid to the landlord. I do not want to be contacted by telemarketers.
2bedroom apartment AT Spintex,,Spintex,Accra,2,1,50.0 sqm,Ghana cedis,600,Big Ghana Properties Consult , 6 Jul  2:35 pm,Apartment,2bedroom apartment Executive modern neatly built spacious 2bedroom wit fitted kitchen and other intresting facilities for rent in spintex
2bedrm wit 2washrm 4rent in spintex,spintex,Spintex,Accra,2,2,146.0 sqft,Ghana cedis,600,Big Ghana Properties Consult ,30 Jun  5:56 pm,Apartment,Executive modern 2bedrm wit 2washroom on it own for rent in spintex please for more option call BIG GHANA PROPERTIES CONSULT
2bedrm 4rent spintex 1yr,,Spintex,Accra,2,1,176.0 sqft,Ghana cedis,1000,Big Ghana Properties Consult , 7 Jul 12:17 pm,Apartment,Exclusively ultra modern 2bedrm wit water heaters n other intresting facilities for rent in spintex 1year is allowed please for more option call
Exclusive 3bedrm 4washrm 4rent spintex,spintex,Spintex,Accra,3,4,180.0 sqft,Ghana cedis,1200,Big Ghana Properties Consult ,30 Jun  7:18 pm,Apartment,An exclusively modern executively classy neatly built 3bedrm wit 4washrm wit inbuilt wardrobe nd other intresting facilities 4rent in spintex please for more options call big Ghana properties consult
2 bedroom apartment at Spintex,,Spintex,Accra,2,1,513.0 sqft,Ghana cedis,500,Big Ghana Properties Consult ,22 Jun  7:01 am,Apartment,Executive wall and gated 2bedrm for rent in spintex
single room self(1 year) ofankor,ofankor d/a school,Tantra Hill,Accra,1,1,100.0 sqft,Ghana cedis,200,eli VERIFIED,25 May  6:46 am,Apartment,a single room with toilet bath and kitchen on gated and pavement compound with water flowing in bore-hole at an affordable price going for one year
chamba n hal selfcontained at spintex,,Spintex,Accra,1,1,67.0 sqft,Ghana cedis,450,Big Ghana Properties Consult ,26 Jun  7:22 am,Apartment,Executive wall n gated chamba n hal self-contained 4rent in spintex please for. More options call. Big Ghana Properties consult
2 bedroom apartment in spintex,,Spintex,Accra,2,2,46.0 sqft,Ghana cedis,900,Big Ghana Properties Consult , 5 Jul  5:43 pm,Apartment,Executive wall and gated 2bedrm wit 2washrm apartment for rent in spintex for more options call BIG GHANA PROPERTIES CONSULT
single room self-contained 4rent spintex,spintex,Spintex,Accra,1,1,17.0 sqft,Ghana cedis,200,Big Ghana Properties Consult , 5 Jul  5:16 pm,Apartment,An executive wall and gated single room self-contained for rent in spintex pls for more options call BIG GHANA PROPERTIES CONSULT
2Bedroom Apartment at East Legon,American House,East Legon,Accra,2,1,1 000.0 sqft,Ghana cedis,1200,Benjamin Smith VERIFIED,22 Jun 11:24 am,Apartment,It's a Nice 2Bedroom Apartment at East Legon  American house  Very Spacious and Neat Good road Walled and Gated Please call us for more information
chamber and hall s/c-Ashaley Botwe,,Ashaley Botwe,Accra,1,1,100.0 sqft,Ghana cedis,350,Elvis Properties ,23 May  9:28 am,Apartment,The house is located at lakeside estate the house is not far from the main road not many people at the compound and the price is 350gh for two years
2 bedroom APT at Botwe,,Ashaley Botwe,Accra,2,2,100.0 sqft,Ghana cedis,800,Elvis Properties ,23 May  9:24 am,Apartment,The apartment is located at school is located at bowe school Juction and the price is 800 for one year or two years self compound
chamber and hall-Spintex,hydrofon estate,Spintex,Accra,1,1,111.0 sqm,Ghana cedis,350,Eastmidas Properties ,23 May  8:41 am,Apartment,This beautiful chamber and hall self contained apartment situated at spintex is available for rent  call to view
2 BEDROOM APARTMENT AT ADJIRINGANOR,Adjiringanor School Junction.,East Legon,Accra,2,2,400.0 sqm,Ghana cedis,1000,Alive Properties ,23 May  8:20 am,Apartment,Executive 2 bedrooms Apartment for rent at Adjiringanor. Big bedrooms and large living room. Well fitted kitchen with neat cabinets. Neatly tiled floors and P.O.P ceiling. Paved and spacious compound. It is walled and gated  located near the main road. Call for more information.
Single Room S/c at Spintex,Spintex Texpo,Spintex,Accra,1,1,130.0 sqm,Ghana cedis,500,Eastmidas Properties ,22 May  9:53 pm,Apartment,This is a beautiful single room sel contained located onthe main spintex road. All rooms spacious and nicely tiled for your comfort.
2 bedrooms at Achimota Petroleum,Achimota Petroleum,Achimota,Accra,2,1,100.0 sqm,Ghana cedis,800,Gertrude VERIFIED, 4 Jul  3:30 pm,Apartment,2 bedrooms is up for rent   Achimota Petroleum close to the road Easy access to transport A hall and kitchen 2 rooms share a toilet and bath Constance flow of water
2 bedrooms apt at mataheko,Around Central University,Mataheko,Accra,2,2,100.0 sqm,Ghana cedis,700,Gertrude VERIFIED,23 Jun  6:25 pm,Apartment,A newly built 2 bedrooms storey building at mataheko for rent Apartment is not far from central university 2 toilet and bath  each room has toilet and bath Spacious bedrooms kitchen neatly fitted walled and gated  24/7 security man at post Neat and serene environment  2 years advance payment Please call for further deatils
newly build 2 bed @ Achimota,Achimota mile 7,Achimota,Accra,2,1,100.0 sqm,Ghana cedis,1000,Gertrude VERIFIED,22 May  8:17 pm,Apartment,A newly built 2 bedrooms at Achimota mile 7 is up for rent A big hall with balcony 2 spacious bedroom One toilet and bath All rooms are fitted with wardrobe kitchen neatly fitted with cabinet walled and gated constant flow of water Close to the main road 2 years advance payment Amount not negotiable
FURNISHED APARTMENT AT AMERICAN HOUSE,,East Legon,Accra,1,1,100.0 sqm,Ghana cedis,1500,Londies Properties ,13 Jul 11:23 am,Apartment,A FULLY FURNISHED CHAMBER AND HALL APARTMENT AT EAST LEGON AMERICAN HOUSE IS GOING FOR RENT IN A SERENE ENVIRONMENT WITH SECURITY ASSURED....CONTACT NOW IF INTERESTED   Fully furnished and gated  Toilet and bath inside  Self meter Kitchen inside  Balcony
Furnished apartment in East Legon,Kinshasha Avenue  (Old Bush Canteen Road) East Legon,East Legon,Accra,3,3,278.13 sqm,Ghana cedis,8000,Forster Awuku VERIFIED,22 May  1:50 pm,Apartment,Three bedroom partly furnished apartments for rent. It comes with an outhouse and located in a secured and serene environment.It's five minutes drive from airport A&C mall and Accra mall.
Single room self contain Lashibi,Lashibi community 16,Spintex,Accra,1,1,14.0 sqm,Ghana cedis,350,Smart Properties ,13 Jun  9:13 am,Apartment,A big single room self contain for rent at Lashibi community 16
2 bedroom furnished apartment at Ridge,North Ridge,North Ridge,Accra,2,2,120.0 sqm,Ghana cedis,9900,Avenue Properties , 4 Jul  8:16 am,Apartment,An executive fully furnished two bedroom apartment for rent at North Ridge near Alisa Hotel. It is a duplex apartment with a 24/7 security  a gym  swimming pool  uninterrupted water flow and a standby generator around the area. The apartment has everything including DSTV  internet  plates  cooking utensils  washing machine  etc. It is renting for USD 2 500 per month and a minimum rental of one year is required. Rental price is negotiable.
1 Bedroom  Apartments-adjiriganor,adjiriganor,Adjiriganor,Accra,1,2,80.0 sqm,Ghana cedis,2600,EL Hogar Consult VERIFIED,22 May  1:35 pm,Apartment,A fully furnished one bedroom apartment in east legon adjiriganor area available for rent.  All rooms en suite with wardrobes and A C and balcony  fully furnished kitchen  24/7 security and gym . Asking price per month  $ 600
A Single/R self contain-agboba,agboba closer to Wisconsin,Agbogba,Accra,1,1,100.0 sqm,Ghana cedis,350,Franko Properties ,22 May  1:30 pm,Apartment,A very nice looking single room self contain at agboba close to the road side ... four on a compound very spacious  room  with a neat washroom..
2bedroom s/c Apt at OFANKOR,,Ga West Municipal,Greater Accra,1,1,100.0 sqm,Ghana cedis,550,Rita ,22 May  8:14 pm,Apartment,2bedroom apartment for rent at Ofankor -:near western hills Nursing school
2 Bedrooms Apartments 4rent-La,trade fair area,La-Aborm,Accra,2,3,90.0 sqft,Ghana cedis,2600,EL Hogar Consult VERIFIED,31 May  2:22 pm,Apartment,A 2 bedrooms apartments available for rent around the trade fair area labadi.  All bedrooms en suite with wardrobes and A C  neatly fitted kitchen cabinets with storeroom  nice and big compound with security post and standby generator . Asking price per month  $ 600
Chamber & Hall @Kasoa,Close to Kasoa New Market,Kasoa,Accra,1,1,200.0 sqft,Ghana cedis,300,Green Affordable Housing VERIFIED,22 May 12:47 pm,Apartment,Newly completed chamber and hall apartments with furnished kitchen  toilet and bath with individual utility metres. Also comes with bore hole facility for no or minimal water bill.. The property is in a very serene neighborhood with a gated and secured compound.. Accepting 2 years rent advance..
3 bedroom apartment-east legon,east legon,East Legon,Accra,3,3,99.0 sqft,Ghana cedis,4200,Londies Properties ,13 Jul 11:33 am,Apartment,This amazing 3 bedroom apartment-east legon is situated on the well known and sought after EAST LEGON The property comprises of three genuine double bedrooms  a newly fitted bathroom and a large living room which leads on to the modern and contemporary galley kitchen. There is also a very generously sized and beautifully landscaped private garden. Just a 5 minute walk to AMERICAN HOUSE station and a 10 minute walk to UPSA SCHOOL station the property is conveniently located within easy commute to the City and Central ACCRA on the LEGON AND accra mall road. This property is not one to be missed! - To arrange a viewing please call our office line now. Three Double Bedrooms Recently Renovated Large Living Room Private Garden Close to american house Call  to arrange a viewing
STUDIO APARTMENT at EAST LEGON,EAST LEGON,East Legon,Accra,1,1,100.0 sqft,Ghana cedis,1500,Londies Properties ,13 Jul  2:57 pm,Apartment,We are happy to present this amazing new-build  first floor  Studio flat located in OKPONGLO  Laminated floors  double-glaze windows  kitchen fully equipped. all bills are included with internet EXEPTION OFLIGHT The flat consists of ; bedroom Toilet with shower Kitchen with washing machine The flat is fully furnished and everything in the flat is absolutely new and of high quality. The property is located just 0.8 mile from LEGON MALL   local buses also available. Very close to university of ghana  therefore it is very attractive location for potential tenants . We require viewing fees and a month rent agents fee agent's fee. We do not accept DSS
3 bedroom flats @ Cantonments,American Embassy  Cantonments,Cantonments,Accra,3,3,200.0 sqm,Ghana cedis,10400,Avenue Properties ,22 May 10:36 am,Apartment,An executive three bedroom flats with swimming pool for rent in Cantonments near American Embassy. Each apartment has three bedrooms with A/C  internet  DSTV  wardrobe and fan in each room. The kitchen is partly furnished with washing machine  cooker  fridge and microwave. The apartment has a shared swimming pool  a gym  a standby generator and a large car parking area. It has uninterrupted water flow with 24/7 security. It also has management / service team who are always at post to attend to the needs of tenants. The apartment is renting for US$ 2 600 per month. Furnished option available. Refer to avenueghana.com for more pictures and other offers.
2 bedroom apartment at Kasoa,near Milleniom City junction,Kasoa,Accra,2,2,90.0 sqft,Ghana cedis,500,John Abeiku VERIFIED,17 Jun  2:30 pm,Apartment,Very new executive two bedrooms apartment for rent at Fijaa nyanyano road kasoa. It has been fens with gate  sliding glass  floor tiles  electricity  compound tiled  pipe water  separate meter  at residential area.
2 bedroom apartment at Kasoa,near Galalia market,Kasoa,Accra,2,2,100.0 sqft,Ghana cedis,750,John Abeiku VERIFIED,17 Jun  2:30 pm,Apartment,Very new executive two bedrooms apartment for rent at Galalia after tollbooth /before kasoa. It has been fens with gate  sliding glass  floor tiles  electricity  compound tiled  pipe water  separate meter  good location.
3 bedroom apartment at Kasoa,near adade road,Kasoa,Accra,3,2,80.0 sqft,Ghana cedis,500,John Abeiku VERIFIED,29 May  5:07 am,Apartment,New build three bedrooms apartment for rent at adade road kasoa. It has been fens with gate  sliding glass  floor tiles  electricity  compound tiled  pipe water  separate meter near the road side.
2bedroom apartment@shcool junction,,East Legon,Accra,2,2,79.0 sqm,Ghana cedis,1000,Success 4 Real Estate ,29 May  9:48 am,Apartment,2bedroom Apartment at school junction  is available for rent. 1000 Negotiable. Please contact us for further information and enquiries thanks
two bedroom self contain Teshie,Grada estate,Teshie New Town,Accra,2,2,14.0 sqft,Ghana cedis,1100,Tert Khay Properties ,21 May 11:25 pm,Apartment,Two bedroom self contain for rent semi detache it comes with toilet bath kitchen
Chamber and hall s/c at Patasi,Brotherman spot,Santasi,Kumasi,1,1,100.0 sqm,Ghana cedis,300,Gappfa Real Estate Agency ,23 Jun  1:30 pm,Apartment,This is one bedroom and hall self contain at Patasi the property is walled and gated.Contact Gappfa real agency for further details.
EXECUTIVE 2BEDRM S.C Abelempke,Tambo hotel,Abelemkpe,Accra,2,2,70.0 sqft,Ghana cedis,1200,Harmony Real Estates ,21 May  5:33 pm,Apartment,An executively and newly done 2 great large bedrooms plus a big hall 2 washrooms  2 air-conditioners additional polytank  security at post always etc etc.it is close to the main road and in a really very comfortable area in town. Could be taken for a year.
2 Bedroom Apartment Race Course,Race Course,Abeka La Paz,Accra,2,1,100.0 sqm,Ghana cedis,650,Eugene's Properties ,27 Jun 12:57 pm,Apartment,Two bedroom apartment for rent at Race Course.it comes with a big hall big rooms nice kitchen with cabinet neat washroom water flows seperate metre close to the road quite environment.Rent advance is 1yr or 2yrs.etc.for more details contact Eugene properties and NB...agency terms and conditions is applied which is ghc50 for registration and 10%  commission on total rent advance paid to the landlord. I do not want to be contacted by telemarketers.
